_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,200A,Materials & Supplies,5717,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,400A,Service And Rent,240579,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,650A,Other Expenditures,398797,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,700A,Inter-Divisional Charges,4950,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,100A,Salaries And Benefits,864742,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,200A,Materials & Supplies,4000,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,400A,Service And Rent,372398,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,700A,Inter-Divisional Charges,144916,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,100A,Salaries And Benefits,670623,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,200A,Materials & Supplies,5893,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,300A,Equipment,10348,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,400A,Service And Rent,103535,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,700A,Inter-Divisional Charges,119457,
Engineering & Construction Services,WT-Engineering Information,Land Information,100A,Salaries And Benefits,7770368,
Engineering & Construction Services,WT-Engineering Information,Land Information,200A,Materials & Supplies,49294,
Engineering & Construction Services,WT-Engineering Information,Land Information,300A,Equipment,49191,
Engineering & Construction Services,WT-Engineering Information,Land Information,400A,Service And Rent,286509,
Engineering & Construction Services,WT-Engineering Information,Land Information,510A,Contribution To Reserves/Reserve Funds,26952,
Engineering & Construction Services,WT-Engineering Information,Land Information,700A,Inter-Divisional Charges,128641,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,100A,Salaries And Benefits,3738293,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,200A,Materials & Supplies,42065,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,300A,Equipment,25321,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,400A,Service And Rent,316053,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,700A,Inter-Divisional Charges,85787,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,100A,Salaries And Benefits,7826927,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,200A,Materials & Supplies,58963,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,300A,Equipment,38178,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,400A,Service And Rent,448190,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,700A,Inter-Divisional Charges,68412,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,100A,Salaries And Benefits,23408595,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,200A,Materials & Supplies,170983,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,300A,Equipment,113222,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,400A,Service And Rent,1483112,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,510A,Contribution To Reserves/Reserve Funds,107809,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,700A,Inter-Divisional Charges,1904522,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,100A,Salaries And Benefits,17026129,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,200A,Materials & Supplies,154642,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,300A,Equipment,270330,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,400A,Service And Rent,951380,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,510A,Contribution To Reserves/Reserve Funds,500571,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,700A,Inter-Divisional Charges,1539716,
Exhibition Place,"Conventions, Conferences & Meetings",,100A,Salaries And Benefits,1000314,
Exhibition Place,"Conventions, Conferences & Meetings",,200A,Materials & Supplies,275710,
Exhibition Place,"Conventions, Conferences & Meetings",,400A,Service And Rent,3530131,
Exhibition Place,Exhibition Place Asset Management,,100A,Salaries And Benefits,6971773,
Exhibition Place,Exhibition Place Asset Management,,200A,Materials & Supplies,2005734,
Exhibition Place,Exhibition Place Asset Management,,300A,Equipment,165840,
Exhibition Place,Exhibition Place Asset Management,,400A,Service And Rent,4276860,
Exhibition Place,Exhibition Place Asset Management,,510A,Contribution To Reserves/Reserve Funds,1066852,
Exhibition Place,Exhibition Place Asset Management,,650A,Other Expenditures,-517432,Non-normal value
Exhibition Place,Exhibition Place Parking Access,,100A,Salaries And Benefits,1419392,
Exhibition Place,Exhibition Place Parking Access,,400A,Service And Rent,1137333,
Exhibition Place,Exhibition Place Parking Access,,650A,Other Expenditures,-39140,Non-normal value
Exhibition Place,Exhibitions & Events,,100A,Salaries And Benefits,21748763,
Exhibition Place,Exhibitions & Events,,200A,Materials & Supplies,887000,
Exhibition Place,Exhibitions & Events,,300A,Equipment,12000,
Exhibition Place,Exhibitions & Events,,400A,Service And Rent,4125492,
Exhibition Place,Exhibitions & Events,,510A,Contribution To Reserves/Reserve Funds,972500,
Exhibition Place,Exhibitions & Events,,650A,Other Expenditures,-12473218,Non-normal value
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,100A,Salaries And Benefits,4165212,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,200A,Materials & Supplies,28163839,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,300A,Equipment,16387,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,400A,Service And Rent,1572803,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,510A,Contribution To Reserves/Reserve Funds,22340,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,650A,Other Expenditures,4319944,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,700A,Inter-Divisional Charges,7138,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,100A,Salaries And Benefits,773030,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,200A,Materials & Supplies,48893,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,300A,Equipment,2028,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,400A,Service And Rent,587348,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,650A,Other Expenditures,330000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,700A,Inter-Divisional Charges,46336,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,100A,Salaries And Benefits,718440,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,200A,Materials & Supplies,15909,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,300A,Equipment,26508,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,400A,Service And Rent,317718,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,510A,Contribution To Reserves/Reserve Funds,538000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,700A,Inter-Divisional Charges,53000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,100A,Salaries And Benefits,1689928,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,200A,Materials & Supplies,3777,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,300A,Equipment,2000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,400A,Service And Rent,506859,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,510A,Contribution To Reserves/Reserve Funds,19380,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,100A,Salaries And Benefits,21116075,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,200A,Materials & Supplies,1218798,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,300A,Equipment,182011,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,400A,Service And Rent,9371470,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,510A,Contribution To Reserves/Reserve Funds,12672,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,700A,Inter-Divisional Charges,194243,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,100A,Salaries And Benefits,43423508,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,200A,Materials & Supplies,2485668,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,300A,Equipment,328055,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,400A,Service And Rent,22046180,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,510A,Contribution To Reserves/Reserve Funds,212604,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,700A,Inter-Divisional Charges,1004893,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,100A,Salaries And Benefits,14101761,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,200A,Materials & Supplies,121420,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,300A,Equipment,40634,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,400A,Service And Rent,5378043,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,510A,Contribution To Reserves/Reserve Funds,55668,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,700A,Inter-Divisional Charges,183911,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,100A,Salaries And Benefits,833298,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,200A,Materials & Supplies,52973,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,400A,Service And Rent,90218,
