Economic Development & Culture,EC-Cultural Services,Cultural Development,Other Expenditures,650A,Expenses,274248,
Economic Development & Culture,EC-Cultural Services,Cultural Development,Salaries And Benefits,100A,Expenses,1056352,
Economic Development & Culture,EC-Cultural Services,Cultural Development,Service And Rent,400A,Expenses,872065,
Economic Development & Culture,EC-Cultural Services,Cultural Grants,Other Expenditures,650A,Expenses,27819200,
Economic Development & Culture,EC-Cultural Services,Cultural Grants,Salaries And Benefits,100A,Expenses,10881,
Economic Development & Culture,EC-Cultural Services,Events Programming,Contribution To Reserves/Reserve Funds,510A,Expenses,80505,
Economic Development & Culture,EC-Cultural Services,Events Programming,Equipment,300A,Expenses,3997,
Economic Development & Culture,EC-Cultural Services,Events Programming,Inter-Divisional Charges,700A,Expenses,161760,
Economic Development & Culture,EC-Cultural Services,Events Programming,Materials & Supplies,200A,Expenses,224496,
Economic Development & Culture,EC-Cultural Services,Events Programming,Other Expenditures,650A,Expenses,122918,
Economic Development & Culture,EC-Cultural Services,Events Programming,Salaries And Benefits,100A,Expenses,4054621,
Economic Development & Culture,EC-Cultural Services,Events Programming,Service And Rent,400A,Expenses,8554754,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Contribution To Reserves/Reserve Funds,510A,Expenses,878651,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Equipment,300A,Expenses,79408,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Inter-Divisional Charges,700A,Expenses,180868,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Materials & Supplies,200A,Expenses,722627,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Other Expenditures,650A,Expenses,111403,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Salaries And Benefits,100A,Expenses,10576385,
Economic Development & Culture,EC-Cultural Services,Heritage Programming,Service And Rent,400A,Expenses,1895219,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Equipment,300A,Expenses,7500,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Inter-Divisional Charges,700A,Expenses,12190,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Materials & Supplies,200A,Expenses,8588,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Other Expenditures,650A,Expenses,206052,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Salaries And Benefits,100A,Expenses,1454362,
Economic Development & Culture,EC-Economic Competitiveness Services,BIA Support & Governance,Service And Rent,400A,Expenses,79873,
Economic Development & Culture,EC-Economic Competitiveness Services,Research & Policy on Toronto,Materials & Supplies,200A,Expenses,36660,
Economic Development & Culture,EC-Economic Competitiveness Services,Research & Policy on Toronto,Other Expenditures,650A,Expenses,45000,
Economic Development & Culture,EC-Economic Competitiveness Services,Research & Policy on Toronto,Salaries And Benefits,100A,Expenses,1544800,
Economic Development & Culture,EC-Economic Competitiveness Services,Research & Policy on Toronto,Service And Rent,400A,Expenses,61447,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Equipment,300A,Expenses,2150,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Inter-Divisional Charges,700A,Expenses,38071,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Materials & Supplies,200A,Expenses,82518,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Other Expenditures,650A,Expenses,175799,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Salaries And Benefits,100A,Expenses,1944833,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Service And Rent,400A,Expenses,1037718,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Inter-Divisional Charges,700A,Expenses,4950,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Materials & Supplies,200A,Expenses,3717,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Other Expenditures,650A,Expenses,433797,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Salaries And Benefits,100A,Expenses,722570,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Service And Rent,400A,Expenses,249056,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Inter-Divisional Charges,700A,Expenses,143951,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Materials & Supplies,200A,Expenses,14000,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Salaries And Benefits,100A,Expenses,1158779,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Service And Rent,400A,Expenses,680329,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Contribution To Reserves/Reserve Funds,510A,Expenses,53905,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Equipment,300A,Expenses,3356,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Inter-Divisional Charges,700A,Expenses,108520,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Materials & Supplies,200A,Expenses,5673,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Salaries And Benefits,100A,Expenses,631349,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Service And Rent,400A,Expenses,66266,
Engineering & Construction Services,WT-Engineering Information,Land Information,Contribution To Reserves/Reserve Funds,510A,Expenses,26952,
Engineering & Construction Services,WT-Engineering Information,Land Information,Equipment,300A,Expenses,40119,
Engineering & Construction Services,WT-Engineering Information,Land Information,Inter-Divisional Charges,700A,Expenses,125519,
Engineering & Construction Services,WT-Engineering Information,Land Information,Materials & Supplies,200A,Expenses,48812,
Engineering & Construction Services,WT-Engineering Information,Land Information,Salaries And Benefits,100A,Expenses,7525533,
Engineering & Construction Services,WT-Engineering Information,Land Information,Service And Rent,400A,Expenses,254699,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Contribution To Reserves/Reserve Funds,510A,Expenses,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Equipment,300A,Expenses,9625,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Inter-Divisional Charges,700A,Expenses,44383,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Materials & Supplies,200A,Expenses,30592,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Salaries And Benefits,100A,Expenses,3576678,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Service And Rent,400A,Expenses,299451,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Contribution To Reserves/Reserve Funds,510A,Expenses,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Equipment,300A,Expenses,13142,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Inter-Divisional Charges,700A,Expenses,26312,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Materials & Supplies,200A,Expenses,27994,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Salaries And Benefits,100A,Expenses,7431078,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Service And Rent,400A,Expenses,793003,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Contribution To Reserves/Reserve Funds,510A,Expenses,107809,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Equipment,300A,Expenses,43361,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Inter-Divisional Charges,700A,Expenses,1985906,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Materials & Supplies,200A,Expenses,137515,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Salaries And Benefits,100A,Expenses,22338008,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Service And Rent,400A,Expenses,1217123,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Contribution To Reserves/Reserve Funds,510A,Expenses,500571,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Equipment,300A,Expenses,145704,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Inter-Divisional Charges,700A,Expenses,1517152,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Materials & Supplies,200A,Expenses,142019,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Salaries And Benefits,100A,Expenses,16741514,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Service And Rent,400A,Expenses,711512,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Materials & Supplies,200A,Expenses,328009,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Salaries And Benefits,100A,Expenses,942864,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Service And Rent,400A,Expenses,3523617,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Contribution To Reserves/Reserve Funds,510A,Expenses,1066852,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Equipment,300A,Expenses,165840,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Materials & Supplies,200A,Expenses,2420966,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Other Expenditures,650A,Expenses,-506848,Non-normal value
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Salaries And Benefits,100A,Expenses,6922421,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Service And Rent,400A,Expenses,5132139,
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Materials & Supplies,200A,Expenses,4000,
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Other Expenditures,650A,Expenses,-38000,Non-normal value
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Salaries And Benefits,100A,Expenses,1325846,
