Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Equipment,300A,2150,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Inter-Divisional Charges,700A,38071,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Materials & Supplies,200A,82518,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Other Expenditures,650A,175799,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Salaries And Benefits,100A,1944833,
Economic Development & Culture,EC-Economic Competitiveness Services,Sectors Development,Service And Rent,400A,1037718,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Inter-Divisional Charges,700A,4950,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Materials & Supplies,200A,3717,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Other Expenditures,650A,433797,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Salaries And Benefits,100A,722570,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,Service And Rent,400A,249056,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Inter-Divisional Charges,700A,143951,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Materials & Supplies,200A,14000,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Salaries And Benefits,100A,1158779,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,Service And Rent,400A,680329,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Contribution To Reserves/Reserve Funds,510A,53905,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Equipment,300A,3356,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Inter-Divisional Charges,700A,108520,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Materials & Supplies,200A,5673,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Salaries And Benefits,100A,631349,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,Service And Rent,400A,66266,
Engineering & Construction Services,WT-Engineering Information,Land Information,Contribution To Reserves/Reserve Funds,510A,26952,
Engineering & Construction Services,WT-Engineering Information,Land Information,Equipment,300A,40119,
Engineering & Construction Services,WT-Engineering Information,Land Information,Inter-Divisional Charges,700A,125519,
Engineering & Construction Services,WT-Engineering Information,Land Information,Materials & Supplies,200A,48812,
Engineering & Construction Services,WT-Engineering Information,Land Information,Salaries And Benefits,100A,7525533,
Engineering & Construction Services,WT-Engineering Information,Land Information,Service And Rent,400A,254699,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Contribution To Reserves/Reserve Funds,510A,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Equipment,300A,9625,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Inter-Divisional Charges,700A,44383,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Materials & Supplies,200A,30592,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Salaries And Benefits,100A,3576678,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,Service And Rent,400A,299451,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Contribution To Reserves/Reserve Funds,510A,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Equipment,300A,13142,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Inter-Divisional Charges,700A,26312,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Materials & Supplies,200A,27994,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Salaries And Benefits,100A,7431078,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Service And Rent,400A,793003,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Contribution To Reserves/Reserve Funds,510A,107809,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Equipment,300A,43361,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Inter-Divisional Charges,700A,1985906,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Materials & Supplies,200A,137515,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Salaries And Benefits,100A,22338008,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,Service And Rent,400A,1217123,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Contribution To Reserves/Reserve Funds,510A,500571,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Equipment,300A,145704,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Inter-Divisional Charges,700A,1517152,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Materials & Supplies,200A,142019,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Salaries And Benefits,100A,16741514,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,Service And Rent,400A,711512,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Materials & Supplies,200A,328009,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Salaries And Benefits,100A,942864,
Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",Service And Rent,400A,3523617,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Contribution To Reserves/Reserve Funds,510A,1066852,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Equipment,300A,165840,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Materials & Supplies,200A,2420966,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Other Expenditures,650A,-506848,Non-normal value
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Salaries And Benefits,100A,6922421,
Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,Service And Rent,400A,5132139,
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Materials & Supplies,200A,4000,
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Other Expenditures,650A,-38000,Non-normal value
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Salaries And Benefits,100A,1325846,
Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,Service And Rent,400A,1048880,
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Contribution To Reserves/Reserve Funds,510A,1030293,
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Equipment,300A,11000,
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Materials & Supplies,200A,905350,
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Other Expenditures,650A,-14057141,Non-normal value
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Salaries And Benefits,100A,23917874,
Exhibition Place,Exhibitions & Events,Exhibitions & Events,Service And Rent,400A,4034646,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Contribution To Reserves/Reserve Funds,510A,22340,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Equipment,300A,16387,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Inter-Divisional Charges,700A,4107,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Materials & Supplies,200A,25929482,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Other Expenditures,650A,4319944,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Salaries And Benefits,100A,4257879,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,Service And Rent,400A,1360359,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Equipment,300A,2028,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Inter-Divisional Charges,700A,46270,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Materials & Supplies,200A,48893,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Other Expenditures,650A,330000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Salaries And Benefits,100A,888006,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,Service And Rent,400A,587348,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Contribution To Reserves/Reserve Funds,510A,250000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Equipment,300A,26508,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Materials & Supplies,200A,16409,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Salaries And Benefits,100A,701711,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,Service And Rent,400A,317718,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,Contribution To Reserves/Reserve Funds,510A,19380,
