_META_START_,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,700A,Inter-Divisional Charges,4950,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,200A,Materials & Supplies,3717,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,650A,Other Expenditures,433797,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,100A,Salaries And Benefits,722570,
Economic Development & Culture,EC-Economic Competitiveness Services,Strategic Alliances,400A,Service And Rent,249056,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,700A,Inter-Divisional Charges,143951,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,200A,Materials & Supplies,14000,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,100A,Salaries And Benefits,1158779,
Economic Development & Culture,EC-Economic Competitiveness Services,Visitor Information Services,400A,Service And Rent,680329,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,300A,Equipment,3356,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,700A,Inter-Divisional Charges,108520,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,200A,Materials & Supplies,5673,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,100A,Salaries And Benefits,631349,
Engineering & Construction Services,WT-Engineering Information,Bridge Condition Assessment,400A,Service And Rent,66266,
Engineering & Construction Services,WT-Engineering Information,Land Information,510A,Contribution To Reserves/Reserve Funds,26952,
Engineering & Construction Services,WT-Engineering Information,Land Information,300A,Equipment,40119,
Engineering & Construction Services,WT-Engineering Information,Land Information,700A,Inter-Divisional Charges,125519,
Engineering & Construction Services,WT-Engineering Information,Land Information,200A,Materials & Supplies,48812,
Engineering & Construction Services,WT-Engineering Information,Land Information,100A,Salaries And Benefits,7525533,
Engineering & Construction Services,WT-Engineering Information,Land Information,400A,Service And Rent,254699,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,300A,Equipment,9625,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,700A,Inter-Divisional Charges,44383,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,200A,Materials & Supplies,30592,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,100A,Salaries And Benefits,3576678,
Engineering & Construction Services,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,400A,Service And Rent,299451,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,510A,Contribution To Reserves/Reserve Funds,53905,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,300A,Equipment,13142,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,700A,Inter-Divisional Charges,26312,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,200A,Materials & Supplies,27994,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,100A,Salaries And Benefits,7431078,
Engineering & Construction Services,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,400A,Service And Rent,793003,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,510A,Contribution To Reserves/Reserve Funds,107809,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,300A,Equipment,43361,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,700A,Inter-Divisional Charges,1985906,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,200A,Materials & Supplies,137515,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,100A,Salaries And Benefits,22338008,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Construction,400A,Service And Rent,1217123,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,510A,Contribution To Reserves/Reserve Funds,500571,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,300A,Equipment,145704,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,700A,Inter-Divisional Charges,1517152,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,200A,Materials & Supplies,142019,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,100A,Salaries And Benefits,16741514,
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Design,400A,Service And Rent,711512,
Exhibition Place,"Conventions, Conferences & Meetings",,200A,Materials & Supplies,328009,
Exhibition Place,"Conventions, Conferences & Meetings",,100A,Salaries And Benefits,942864,
Exhibition Place,"Conventions, Conferences & Meetings",,400A,Service And Rent,3523617,
Exhibition Place,Exhibition Place Asset Management,,510A,Contribution To Reserves/Reserve Funds,1066852,
Exhibition Place,Exhibition Place Asset Management,,300A,Equipment,165840,
Exhibition Place,Exhibition Place Asset Management,,200A,Materials & Supplies,2420966,
Exhibition Place,Exhibition Place Asset Management,,650A,Other Expenditures,-506848,Non-normal value
Exhibition Place,Exhibition Place Asset Management,,100A,Salaries And Benefits,6922421,
Exhibition Place,Exhibition Place Asset Management,,400A,Service And Rent,5132139,
Exhibition Place,Exhibition Place Parking Access,,200A,Materials & Supplies,4000,
Exhibition Place,Exhibition Place Parking Access,,650A,Other Expenditures,-38000,Non-normal value
Exhibition Place,Exhibition Place Parking Access,,100A,Salaries And Benefits,1325846,
Exhibition Place,Exhibition Place Parking Access,,400A,Service And Rent,1048880,
Exhibition Place,Exhibitions & Events,,510A,Contribution To Reserves/Reserve Funds,1030293,
Exhibition Place,Exhibitions & Events,,300A,Equipment,11000,
Exhibition Place,Exhibitions & Events,,200A,Materials & Supplies,905350,
Exhibition Place,Exhibitions & Events,,650A,Other Expenditures,-14057141,Non-normal value
Exhibition Place,Exhibitions & Events,,100A,Salaries And Benefits,23917874,
Exhibition Place,Exhibitions & Events,,400A,Service And Rent,4034646,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,510A,Contribution To Reserves/Reserve Funds,22340,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,300A,Equipment,16387,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,700A,Inter-Divisional Charges,4107,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,200A,Materials & Supplies,25929482,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,650A,Other Expenditures,4319944,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,100A,Salaries And Benefits,4257879,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Energy Management & Programs,400A,Service And Rent,1360359,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,300A,Equipment,2028,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,700A,Inter-Divisional Charges,46270,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,200A,Materials & Supplies,48893,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,650A,Other Expenditures,330000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,100A,Salaries And Benefits,888006,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Environment & Energy Outreach,400A,Service And Rent,587348,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,510A,Contribution To Reserves/Reserve Funds,250000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,300A,Equipment,26508,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,200A,Materials & Supplies,16409,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,100A,Salaries And Benefits,701711,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Renewable Energy,400A,Service And Rent,317718,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,510A,Contribution To Reserves/Reserve Funds,19380,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,300A,Equipment,2000,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,200A,Materials & Supplies,6277,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,100A,Salaries And Benefits,1703575,
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Research & Policy Development,400A,Service And Rent,506859,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,510A,Contribution To Reserves/Reserve Funds,12672,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,300A,Equipment,213496,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,700A,Inter-Divisional Charges,351878,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,200A,Materials & Supplies,1527213,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,100A,Salaries And Benefits,20610262,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Custodial Care,400A,Service And Rent,8832513,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,510A,Contribution To Reserves/Reserve Funds,212604,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,300A,Equipment,198003,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,700A,Inter-Divisional Charges,843889,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,200A,Materials & Supplies,2584971,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,100A,Salaries And Benefits,43831132,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Facilities Maintenance,400A,Service And Rent,22456153,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,510A,Contribution To Reserves/Reserve Funds,55668,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,300A,Equipment,40634,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,700A,Inter-Divisional Charges,58967,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,200A,Materials & Supplies,121420,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,100A,Salaries And Benefits,13076413,
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Security & Safety,400A,Service And Rent,5683412,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,200A,Materials & Supplies,52973,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,100A,Salaries And Benefits,865547,
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Development & Portfolio Planning,400A,Service And Rent,290218,
